Time,Sensor0,Sensor1,Sensor2,Sensor3,Sensor4
2021-11-09 10:50:58.373901,78.477,78.772,78.533,78.505,78.463
2021-11-09 10:51:00.944111,78.491,78.772,78.533,78.491,78.463
2021-11-09 10:51:03.421449,78.477,78.772,78.547,78.505,78.463
2021-11-09 10:51:05.972246,78.491,78.786,78.533,78.505,78.491
2021-11-09 10:51:08.516219,78.491,78.772,78.547,78.533,78.463
2021-11-09 10:51:10.958082,78.477,78.772,78.505,78.505,78.463
2021-11-09 10:51:13.472325,78.491,78.772,78.505,78.491,78.434
2021-11-09 10:51:16.134072,78.477,78.758,78.477,78.463,78.434
2021-11-09 10:51:18.601956,78.463,78.744,78.477,78.463,78.42
2021-11-09 10:51:21.080528,78.477,78.758,78.463,78.448,78.42
2021-11-09 10:51:23.494200,78.477,78.744,78.463,78.463,78.42
2021-11-09 10:51:25.928241,78.477,78.73,78.463,78.463,78.434
2021-11-09 10:51:28.376828,78.448,78.73,78.448,78.477,78.434
2021-11-09 10:51:30.842296,78.448,78.73,78.463,78.463,78.42
2021-11-09 10:51:33.305555,78.434,78.73,78.477,78.477,78.42
2021-11-09 10:51:35.752379,78.434,78.744,78.477,78.477,78.434
2021-11-09 10:51:38.193024,78.434,78.73,78.477,78.477,78.434
2021-11-09 10:51:40.710928,78.448,78.744,78.477,78.477,78.434
2021-11-09 10:51:43.128435,78.434,78.744,78.477,78.477,78.434
2021-11-09 10:51:45.593520,78.434,78.744,78.491,78.491,78.448
2021-11-09 10:51:48.028652,78.434,78.758,78.491,78.477,78.434
2021-11-09 10:51:50.524139,78.448,78.744,78.505,78.491,78.434
2021-11-09 10:51:53.166151,78.463,78.758,78.505,78.491,78.434
2021-11-09 10:51:55.598626,78.463,78.772,78.505,78.505,78.42
2021-11-09 10:51:58.043872,78.463,78.758,78.505,78.505,78.42
2021-11-09 10:52:00.583568,78.477,78.772,78.491,78.505,78.434
2021-11-09 10:52:03.146266,78.477,78.758,78.477,78.477,78.42
2021-11-09 10:52:05.642290,78.448,78.744,78.477,78.463,78.42
2021-11-09 10:52:08.103025,78.448,78.744,78.477,78.477,78.434
2021-11-09 10:52:10.636430,78.448,78.716,78.491,78.477,78.434
2021-11-09 10:52:13.064224,78.448,78.73,78.491,78.491,78.434
2021-11-09 10:52:15.566147,78.448,78.744,78.477,78.491,78.448
2021-11-09 10:52:17.999153,78.448,78.73,78.491,78.491,78.42
2021-11-09 10:52:20.537846,78.463,78.73,78.463,78.477,78.42
2021-11-09 10:52:23.174118,78.434,78.73,78.491,78.463,78.434
2021-11-09 10:52:25.607746,78.448,78.716,78.491,78.463,78.434
2021-11-09 10:52:28.134572,78.448,78.73,78.463,78.448,78.42
2021-11-09 10:52:30.690629,78.448,78.744,78.448,78.448,78.406
2021-11-09 10:52:33.184409,78.463,78.744,78.463,78.448,78.392
2021-11-09 10:52:35.643450,78.448,78.744,78.463,78.463,78.392
2021-11-09 10:52:38.114289,78.463,78.758,78.434,78.448,78.406
2021-11-09 10:52:40.651109,78.463,78.716,78.434,78.434,78.392
2021-11-09 10:52:43.156816,78.463,78.73,78.448,78.448,78.406
2021-11-09 10:52:45.599688,78.448,78.744,78.434,78.434,78.406
2021-11-09 10:52:48.069475,78.463,78.73,78.448,78.434,78.392
2021-11-09 10:52:50.619676,78.434,78.73,78.42,78.448,78.406
2021-11-09 10:52:53.116798,78.448,78.73,78.42,78.434,78.406
2021-11-09 10:52:55.697891,78.448,78.73,78.42,78.42,78.406
2021-11-09 10:52:58.184050,78.448,78.744,78.42,78.42,78.434
2021-11-09 10:53:00.655449,78.463,78.73,78.42,78.434,78.42
2021-11-09 10:53:03.168052,78.463,78.716,78.42,78.434,78.42
2021-11-09 10:53:05.644214,78.434,78.702,78.42,78.434,78.434
2021-11-09 10:53:08.107939,78.434,78.716,78.406,78.434,78.434
2021-11-09 10:53:10.603380,78.42,78.688,78.392,78.392,78.406
2021-11-09 10:53:13.045015,78.42,78.688,78.378,78.392,78.42
2021-11-09 10:53:15.541572,78.434,78.702,78.378,78.378,78.406
2021-11-09 10:53:18.025818,78.42,78.673,78.378,78.378,78.392
2021-11-09 10:53:20.565731,78.406,78.673,78.364,78.378,78.392
2021-11-09 10:53:23.006659,78.392,78.673,78.364,78.364,78.392
2021-11-09 10:53:25.502604,78.378,78.659,78.35,78.35,78.392
2021-11-09 10:53:27.981391,78.364,78.645,78.35,78.35,78.406
2021-11-09 10:53:30.468830,78.35,78.659,78.364,78.364,78.406
2021-11-09 10:53:32.887448,78.364,78.659,78.364,78.378,78.406
2021-11-09 10:53:35.319898,78.336,78.673,78.364,78.364,78.392
2021-11-09 10:53:37.743768,78.364,78.673,78.364,78.392,78.406
2021-11-09 10:53:40.160217,78.364,78.673,78.378,78.378,78.406
2021-11-09 10:53:43.719089,78.378,78.673,78.392,78.378,78.42
2021-11-09 10:53:46.182038,78.392,78.688,78.392,78.392,78.42
2021-11-09 10:53:48.649331,78.392,78.688,78.392,78.392,78.42
2021-11-09 10:53:51.132224,78.392,78.688,78.378,78.406,78.42
2021-11-09 10:53:53.594562,78.392,78.702,78.392,78.406,78.434
2021-11-09 10:53:55.999402,78.406,78.702,78.392,78.406,78.434
2021-11-09 10:53:58.448952,78.406,78.716,78.378,78.378,78.392
2021-11-09 10:54:00.916875,78.406,78.702,78.35,78.378,78.42
2021-11-09 10:54:03.454539,78.406,78.688,78.35,78.35,78.42
2021-11-09 10:54:05.945902,78.42,78.702,78.378,78.364,78.42
2021-11-09 10:54:08.479303,78.406,78.673,78.378,78.364,78.434
2021-11-09 10:54:10.955964,78.406,78.688,78.364,78.364,78.434
2021-11-09 10:54:13.409897,78.406,78.688,78.364,78.364,78.434
2021-11-09 10:54:15.866764,78.42,78.702,78.378,78.378,78.448
2021-11-09 10:54:18.333216,78.42,78.702,78.378,78.392,78.448
2021-11-09 10:54:20.783125,78.42,78.702,78.378,78.392,78.434
2021-11-09 10:54:23.224362,78.42,78.716,78.392,78.392,78.434
2021-11-09 10:54:25.657446,78.406,78.702,78.392,78.392,78.448
2021-11-09 10:54:28.104202,78.42,78.716,78.392,78.392,78.448
2021-11-09 10:54:30.633227,78.406,78.716,78.406,78.406,78.434
2021-11-09 10:54:33.205479,78.406,78.73,78.406,78.406,78.448
2021-11-09 10:54:35.704214,78.42,78.716,78.406,78.42,78.434
2021-11-09 10:54:38.148849,78.42,78.73,78.42,78.42,78.448
2021-11-09 10:54:40.595089,78.42,78.716,78.42,78.42,78.448
2021-11-09 10:54:43.019217,78.42,78.73,78.42,78.42,78.434
2021-11-09 10:54:45.498324,78.42,78.744,78.406,78.42,78.448
2021-11-09 10:54:47.960984,78.434,78.744,78.42,78.42,78.434
2021-11-09 10:54:50.408198,78.42,78.73,78.406,78.406,78.42
2021-11-09 10:54:52.904088,78.42,78.73,78.406,78.434,78.434
2021-11-09 10:54:55.371029,78.434,78.744,78.406,78.42,78.434
2021-11-09 10:54:57.797311,78.434,78.744,78.406,78.42,78.42
2021-11-09 10:55:00.333472,78.434,78.73,78.42,78.434,78.42
2021-11-09 10:55:02.837611,78.434,78.73,78.42,78.42,78.434
2021-11-09 10:55:05.394458,78.434,78.744,78.42,78.42,78.434
2021-11-09 10:55:07.882470,78.434,78.73,78.434,78.42,78.434
2021-11-09 10:55:10.372764,78.448,78.744,78.434,78.42,78.434
2021-11-09 10:55:12.779134,78.448,78.758,78.434,78.434,78.434
2021-11-09 10:55:15.322053,78.448,78.744,78.448,78.42,78.434
2021-11-09 10:55:17.766858,78.448,78.744,78.448,78.42,78.448
2021-11-09 10:55:20.213120,78.434,78.744,78.448,78.434,78.448
2021-11-09 10:55:22.665262,78.434,78.744,78.463,78.42,78.448
2021-11-09 10:55:25.139647,78.434,78.73,78.463,78.42,78.448
2021-11-09 10:55:27.667197,78.434,78.744,78.463,78.434,78.463
2021-11-09 10:55:30.138058,78.434,78.744,78.463,78.434,78.463
2021-11-09 10:55:32.668333,78.434,78.744,78.477,78.434,78.477
2021-11-09 10:55:35.195664,78.448,78.744,78.463,78.434,78.463
2021-11-09 10:55:37.718028,78.448,78.744,78.463,78.434,78.477
2021-11-09 10:55:40.191809,78.448,78.744,78.463,78.448,78.463
2021-11-09 10:55:43.087477,78.448,78.758,78.434,78.434,78.463
2021-11-09 10:55:45.588594,78.463,78.744,78.434,78.434,78.463
2021-11-09 10:55:48.059920,78.463,78.758,78.42,78.434,78.448
2021-11-09 10:55:51.912126,78.463,78.73,78.42,78.406,78.448
2021-11-09 10:55:54.425781,78.448,78.744,78.406,78.406,78.448
2021-11-09 10:55:56.899404,78.434,78.716,78.406,78.406,78.448
2021-11-09 10:55:59.322874,78.448,78.73,78.406,78.406,78.434
2021-11-09 10:56:01.835930,78.448,78.744,78.392,78.406,78.434
2021-11-09 10:56:04.575290,78.463,78.716,78.392,78.378,78.434
2021-11-09 10:56:07.105442,78.477,78.716,78.378,78.392,78.448
2021-11-09 10:56:09.618320,78.463,78.73,78.378,78.406,78.434
2021-11-09 10:56:12.142298,78.463,78.73,78.364,78.392,78.42
2021-11-09 10:56:14.856017,78.448,78.716,78.364,78.378,78.42
2021-11-09 10:56:17.334041,78.434,78.73,78.35,78.378,78.434
2021-11-09 10:56:19.799036,78.434,78.73,78.35,78.378,78.42
2021-11-09 10:56:22.323159,78.448,78.73,78.378,78.392,78.42
2021-11-09 10:56:24.937844,78.434,78.716,78.378,78.392,78.434
2021-11-09 10:56:27.454237,78.42,78.73,78.392,78.406,78.448
2021-11-09 10:56:30.218157,78.448,78.73,78.378,78.42,78.434
2021-11-09 10:56:32.674260,78.463,78.73,78.364,78.406,78.42
2021-11-09 10:56:35.250893,78.463,78.73,78.35,78.392,78.406
2021-11-09 10:56:37.737955,78.448,78.744,78.336,78.378,78.392
2021-11-09 10:56:40.203199,78.448,78.702,78.336,78.364,78.392
2021-11-09 10:56:42.681545,78.463,78.702,78.336,78.35,78.406
2021-11-09 10:56:45.327181,78.448,78.688,78.336,78.35,78.406
2021-11-09 10:56:47.795255,78.434,78.688,78.336,78.35,78.42
2021-11-09 10:56:50.314506,78.434,78.702,78.35,78.364,78.406
2021-11-09 10:56:52.769750,78.42,78.716,78.336,78.364,78.406
2021-11-09 10:56:55.268740,78.42,78.716,78.336,78.364,78.392
2021-11-09 10:56:57.742255,78.434,78.716,78.322,78.378,78.392
2021-11-09 10:57:00.257457,78.434,78.716,78.322,78.364,78.392
2021-11-09 10:57:02.726040,78.434,78.716,78.336,78.364,78.378
2021-11-09 10:57:05.219671,78.42,78.688,78.308,78.35,78.378
2021-11-09 10:57:07.702457,78.42,78.688,78.322,78.336,78.378
2021-11-09 10:57:10.209423,78.42,78.688,78.308,78.35,78.364
2021-11-09 10:57:12.670015,78.434,78.688,78.294,78.364,78.378
2021-11-09 10:57:15.177645,78.434,78.716,78.308,78.378,78.392
2021-11-09 10:57:17.684601,78.434,78.702,78.308,78.378,78.392
2021-11-09 10:57:20.308939,78.434,78.702,78.308,78.392,78.378
2021-11-09 10:57:22.829804,78.448,78.716,78.28,78.378,78.364
2021-11-09 10:57:25.288753,78.448,78.73,78.28,78.378,78.364
2021-11-09 10:57:27.757159,78.463,78.716,78.266,78.378,78.364
2021-11-09 10:57:30.305708,78.477,78.73,78.266,78.364,78.35
2021-11-09 10:57:32.730796,78.448,78.716,78.28,78.364,78.364
2021-11-09 10:57:35.198422,78.448,78.716,78.266,78.364,78.336
2021-11-09 10:57:37.676585,78.463,78.73,78.266,78.364,78.35
2021-11-09 10:57:40.151522,78.463,78.716,78.252,78.364,78.336
2021-11-09 10:57:42.683396,78.477,78.702,78.252,78.364,78.336
2021-11-09 10:57:45.214927,78.463,78.716,78.252,78.364,78.322
2021-11-09 10:57:48.128729,78.477,78.716,78.266,78.364,78.336
2021-11-09 10:57:50.619046,78.477,78.73,78.238,78.35,78.336
2021-11-09 10:57:53.114347,78.477,78.716,78.238,78.336,78.308
2021-11-09 10:57:55.638539,78.463,78.702,78.238,78.336,78.322
2021-11-09 10:57:58.151151,78.463,78.702,78.223,78.322,78.308
2021-11-09 10:58:01.388139,78.448,78.673,78.209,78.294,78.308
2021-11-09 10:58:03.977845,78.434,78.673,78.209,78.308,78.308
2021-11-09 10:58:06.504451,78.434,78.659,78.238,78.322,78.322
2021-11-09 10:58:09.007971,78.434,78.688,78.238,78.322,78.336
2021-11-09 10:58:11.660397,78.434,78.659,78.252,78.322,78.336
2021-11-09 10:58:14.197222,78.42,78.673,78.252,78.336,78.336
2021-11-09 10:58:16.711425,78.42,78.688,78.266,78.35,78.35
2021-11-09 10:58:19.218747,78.434,78.688,78.28,78.35,78.364
2021-11-09 10:58:21.672063,78.434,78.688,78.28,78.364,78.364
2021-11-09 10:58:24.139826,78.434,78.702,78.294,78.364,78.364
2021-11-09 10:58:26.753288,78.434,78.702,78.266,78.336,78.364
2021-11-09 10:58:29.235828,78.434,78.702,78.28,78.35,78.364
2021-11-09 10:58:31.704649,78.448,78.673,78.266,78.336,78.378
2021-11-09 10:58:34.263720,78.42,78.673,78.266,78.35,78.364
2021-11-09 10:58:36.749762,78.434,78.688,78.28,78.35,78.364
2021-11-09 10:58:39.280435,78.448,78.702,78.294,78.378,78.378
2021-11-09 10:58:41.746659,78.434,78.688,78.294,78.378,78.378
2021-11-09 10:58:44.269755,78.434,78.716,78.308,78.392,78.392
2021-11-09 10:58:46.747866,78.434,78.702,78.308,78.406,78.392
2021-11-09 10:58:49.212532,78.434,78.716,78.308,78.392,78.392
2021-11-09 10:58:51.689503,78.434,78.716,78.322,78.406,78.42
2021-11-09 10:58:54.169003,78.42,78.688,78.322,78.378,78.406
2021-11-09 10:58:56.664820,78.406,78.688,78.322,78.392,78.392
2021-11-09 10:58:59.189827,78.434,78.702,78.28,78.364,78.392
2021-11-09 10:59:01.681073,78.434,78.688,78.28,78.35,78.378
2021-11-09 10:59:04.196836,78.406,78.659,78.28,78.35,78.364
2021-11-09 10:59:06.794000,78.392,78.659,78.28,78.336,78.378
2021-11-09 10:59:09.873765,78.364,78.645,78.28,78.336,78.364
2021-11-09 10:59:12.337332,78.364,78.645,78.28,78.322,78.364
2021-11-09 10:59:14.870228,78.364,78.631,78.28,78.322,78.35
2021-11-09 10:59:17.406433,78.378,78.659,78.28,78.336,78.364
2021-11-09 10:59:19.883704,78.364,78.659,78.266,78.336,78.35
2021-11-09 10:59:22.338627,78.364,78.645,78.266,78.308,78.35
2021-11-09 10:59:24.833142,78.378,78.645,78.28,78.308,78.35
2021-11-09 10:59:27.342654,78.364,78.645,78.28,78.308,78.35
2021-11-09 10:59:29.991516,78.378,78.673,78.28,78.336,78.364
2021-11-09 10:59:32.499250,78.392,78.659,78.28,78.336,78.378
2021-11-09 10:59:34.977133,78.406,78.673,78.28,78.35,78.364
2021-11-09 10:59:37.441965,78.406,78.673,78.266,78.35,78.364
2021-11-09 10:59:39.884885,78.406,78.673,78.266,78.336,78.364
2021-11-09 10:59:42.410412,78.406,78.673,78.266,78.322,78.364
2021-11-09 10:59:44.962166,78.392,78.659,78.266,78.322,78.35
2021-11-09 10:59:47.414697,78.392,78.645,78.252,78.308,78.35
2021-11-09 10:59:49.944954,78.378,78.645,78.252,78.322,78.35
2021-11-09 10:59:52.425968,78.378,78.631,78.266,78.308,78.336
2021-11-09 10:59:54.885073,78.364,78.631,78.238,78.28,78.336
2021-11-09 10:59:57.395752,78.378,78.645,78.238,78.294,78.336
2021-11-09 10:59:59.887724,78.378,78.645,78.223,78.294,78.322
2021-11-09 11:00:02.380784,78.378,78.631,78.238,78.28,78.336
2021-11-09 11:00:04.979828,78.378,78.617,78.209,78.294,78.322
2021-11-09 11:00:07.597469,78.378,78.645,78.223,78.294,78.336
2021-11-09 11:00:10.135583,78.392,78.645,78.223,78.28,78.336
2021-11-09 11:00:12.602753,78.378,78.645,78.209,78.294,78.336
2021-11-09 11:00:15.167844,78.378,78.645,78.209,78.308,78.336
2021-11-09 11:00:17.640276,78.378,78.659,78.209,78.294,78.322
2021-11-09 11:00:20.160688,78.392,78.645,78.195,78.28,78.322
2021-11-09 11:00:22.641096,78.392,78.631,78.181,78.266,78.308
2021-11-09 11:00:25.288078,78.392,78.617,78.181,78.266,78.308
2021-11-09 11:00:27.820706,78.392,78.631,78.181,78.252,78.294
2021-11-09 11:00:30.328950,78.392,78.617,78.181,78.238,78.294
2021-11-09 11:00:32.793744,78.378,78.603,78.181,78.238,78.294
2021-11-09 11:00:35.306041,78.378,78.603,78.167,78.238,78.28
2021-11-09 11:00:37.798511,78.378,78.631,78.167,78.238,78.28
2021-11-09 11:00:40.382626,78.378,78.617,78.181,78.238,78.28
2021-11-09 11:00:42.855171,78.392,78.617,78.167,78.238,78.28
2021-11-09 11:00:45.591254,78.378,78.631,78.167,78.252,78.28
2021-11-09 11:00:48.136016,78.378,78.631,78.167,78.252,78.294
2021-11-09 11:00:50.654868,78.392,78.631,78.167,78.252,78.294
2021-11-09 11:00:53.125288,78.406,78.631,78.167,78.238,78.28
2021-11-09 11:00:55.631824,78.392,78.617,78.153,78.238,78.28
2021-11-09 11:00:58.100609,78.392,78.631,78.153,78.223,78.266
2021-11-09 11:01:00.615001,78.406,78.631,78.139,78.238,78.266
2021-11-09 11:01:03.182618,78.406,78.631,78.153,78.223,78.28
2021-11-09 11:01:05.727411,78.392,78.617,78.139,78.238,78.266
2021-11-09 11:01:08.274334,78.378,78.631,78.139,78.223,78.266
2021-11-09 11:01:10.789933,78.378,78.603,78.153,78.223,78.28
2021-11-09 11:01:13.345265,78.364,78.603,78.153,78.209,78.28
2021-11-09 11:01:15.797115,78.364,78.603,78.153,78.223,78.294
2021-11-09 11:01:18.258558,78.378,78.603,78.153,78.238,78.266
2021-11-09 11:01:20.786918,78.35,78.603,78.167,78.223,78.28
2021-11-09 11:01:23.283104,78.364,78.603,78.167,78.238,78.294
2021-11-09 11:01:25.773039,78.364,78.617,78.181,78.238,78.294
2021-11-09 11:01:28.268641,78.378,78.631,78.195,78.238,78.308
2021-11-09 11:01:30.723130,78.35,78.631,78.209,78.252,78.308
2021-11-09 11:01:33.198622,78.364,78.631,78.209,78.252,78.294
2021-11-09 11:01:35.663867,78.364,78.617,78.223,78.266,78.308
2021-11-09 11:01:38.188950,78.364,78.631,78.223,78.266,78.322
2021-11-09 11:01:40.816003,78.378,78.645,78.209,78.266,78.308
2021-11-09 11:01:43.299387,78.378,78.631,78.209,78.252,78.294
2021-11-09 11:01:45.791544,78.364,78.617,78.195,78.238,78.294
2021-11-09 11:01:48.234534,78.35,78.631,78.209,78.252,78.294
2021-11-09 11:01:50.703012,78.378,78.631,78.209,78.252,78.294
2021-11-09 11:01:53.173491,78.364,78.631,78.195,78.238,78.28
2021-11-09 11:01:55.626759,78.378,78.631,78.195,78.223,78.28
2021-11-09 11:01:58.112371,78.364,78.617,78.181,78.223,78.28
2021-11-09 11:02:00.627144,78.378,78.631,78.181,78.209,78.266
2021-11-09 11:02:03.135602,78.35,78.617,78.167,78.209,78.266
2021-11-09 11:02:05.643554,78.364,78.617,78.167,78.209,78.28
2021-11-09 11:02:08.134210,78.35,78.617,78.153,78.209,78.28
2021-11-09 11:02:10.662039,78.364,78.617,78.167,78.209,78.266
2021-11-09 11:02:13.140658,78.364,78.631,78.153,78.195,78.252
2021-11-09 11:02:15.653944,78.364,78.631,78.153,78.209,78.266
2021-11-09 11:02:18.200985,78.378,78.631,78.167,78.223,78.294
2021-11-09 11:02:20.657607,78.364,78.645,78.153,78.223,78.294
2021-11-09 11:02:23.262375,78.378,78.645,78.139,78.209,78.266
2021-11-09 11:02:25.722559,78.364,78.617,78.139,78.181,78.266
2021-11-09 11:02:28.217798,78.35,78.603,78.125,78.195,78.266
2021-11-09 11:02:30.736963,78.336,78.589,78.125,78.181,78.266
2021-11-09 11:02:33.174147,78.336,78.603,78.125,78.181,78.266
2021-11-09 11:02:35.634980,78.35,78.617,78.125,78.181,78.266
2021-11-09 11:02:38.095931,78.336,78.603,78.111,78.181,78.252
2021-11-09 11:02:40.614152,78.336,78.603,78.125,78.181,78.252
2021-11-09 11:02:43.119711,78.322,78.603,78.125,78.181,78.266
2021-11-09 11:02:45.680785,78.336,78.617,78.139,78.209,78.266
2021-11-09 11:02:48.203165,78.35,78.617,78.153,78.209,78.28
2021-11-09 11:02:50.706011,78.35,78.617,78.153,78.209,78.28
2021-11-09 11:02:53.383017,78.35,78.617,78.167,78.223,78.28
2021-11-09 11:02:55.829873,78.35,78.617,78.139,78.209,78.28
2021-11-09 11:02:58.350554,78.35,78.631,78.153,78.209,78.294
2021-11-09 11:03:00.837587,78.364,78.631,78.181,78.238,78.266
2021-11-09 11:03:03.376446,78.35,78.617,78.167,78.252,78.294
2021-11-09 11:03:05.901315,78.35,78.631,78.195,78.238,78.308
2021-11-09 11:03:08.380048,78.35,78.631,78.195,78.252,78.308
2021-11-09 11:03:10.853823,78.35,78.617,78.195,78.252,78.308
2021-11-09 11:03:13.367222,78.35,78.617,78.195,78.252,78.308
2021-11-09 11:03:15.906778,78.35,78.631,78.209,78.252,78.308
2021-11-09 11:03:18.423458,78.364,78.631,78.209,78.266,78.322
2021-11-09 11:03:20.899987,78.364,78.645,78.223,78.28,78.322
2021-11-09 11:03:23.414926,78.364,78.631,78.223,78.28,78.336
2021-11-09 11:03:25.966065,78.364,78.631,78.209,78.28,78.322
2021-11-09 11:03:28.438312,78.364,78.631,78.209,78.252,78.308
2021-11-09 11:03:30.952919,78.364,78.617,78.195,78.252,78.308
2021-11-09 11:03:33.416079,78.364,78.631,78.195,78.252,78.294
2021-11-09 11:03:35.892765,78.364,78.603,78.209,78.252,78.294
2021-11-09 11:03:38.370202,78.364,78.631,78.181,78.252,78.308
2021-11-09 11:03:40.897390,78.378,78.631,78.195,78.252,78.308
2021-11-09 11:03:43.444553,78.378,78.631,78.195,78.252,78.294
2021-11-09 11:03:46.009985,78.378,78.631,78.167,78.252,78.28
2021-11-09 11:03:48.485661,78.378,78.617,78.181,78.238,78.294
2021-11-09 11:03:50.985053,78.378,78.631,78.181,78.238,78.28
2021-11-09 11:03:53.492455,78.378,78.617,78.167,78.223,78.28
2021-11-09 11:03:56.032091,78.364,78.603,78.167,78.223,78.28
2021-11-09 11:03:58.551642,78.364,78.617,78.167,78.209,78.28
2021-11-09 11:04:01.039065,78.364,78.603,78.167,78.238,78.266
2021-11-09 11:04:03.606271,78.364,78.617,78.167,78.238,78.28
2021-11-09 11:04:06.109811,78.364,78.617,78.167,78.238,78.294
2021-11-09 11:04:08.580161,78.364,78.617,78.167,78.252,78.266
2021-11-09 11:04:11.099338,78.364,78.617,78.167,78.266,78.28
2021-11-09 11:04:13.571784,78.364,78.631,78.181,78.252,78.28
2021-11-09 11:04:16.072165,78.378,78.617,78.209,78.266,78.294
2021-11-09 11:04:18.595592,78.364,78.631,78.195,78.28,78.294
2021-11-09 11:04:21.076437,78.378,78.645,78.209,78.28,78.294
2021-11-09 11:04:23.540091,78.378,78.645,78.209,78.28,78.294
2021-11-09 11:04:26.050613,78.378,78.645,78.195,78.28,78.294
2021-11-09 11:04:28.531093,78.392,78.645,78.209,78.28,78.294
2021-11-09 11:04:30.996313,78.378,78.617,78.223,78.28,78.294
2021-11-09 11:04:33.452277,78.364,78.631,78.223,78.28,78.294
2021-11-09 11:04:35.930614,78.35,78.631,78.223,78.294,78.294
2021-11-09 11:04:38.436091,78.364,78.645,78.238,78.294,78.308
2021-11-09 11:04:40.888631,78.35,78.631,78.223,78.294,78.308
2021-11-09 11:04:43.374754,78.364,78.645,78.209,78.294,78.308
2021-11-09 11:04:45.868594,78.35,78.659,78.209,78.294,78.308
2021-11-09 11:04:48.343858,78.35,78.659,78.195,78.28,78.308
2021-11-09 11:04:50.865907,78.364,78.645,78.195,78.294,78.308
2021-11-09 11:04:53.365386,78.35,78.659,78.209,78.308,78.308
2021-11-09 11:04:55.829412,78.364,78.645,78.209,78.322,78.322
2021-11-09 11:04:58.322465,78.364,78.659,78.209,78.322,78.308
2021-11-09 11:05:00.942419,78.378,78.659,78.195,78.308,78.308
2021-11-09 11:05:03.510010,78.364,78.659,78.195,78.322,78.308
2021-11-09 11:05:06.054066,78.378,78.645,78.195,78.294,78.308
2021-11-09 11:05:08.605100,78.364,78.645,78.181,78.322,78.322
2021-11-09 11:05:11.129590,78.364,78.645,78.195,78.308,78.322
2021-11-09 11:05:13.654901,78.364,78.645,78.181,78.294,78.322
2021-11-09 11:05:16.159880,78.35,78.631,78.181,78.294,78.322
2021-11-09 11:05:18.690122,78.336,78.603,78.167,78.294,78.322
2021-11-09 11:05:21.270499,78.35,78.631,78.181,78.294,78.322
2021-11-09 11:05:23.751940,78.35,78.631,78.167,78.266,78.322
2021-11-09 11:05:26.219066,78.308,78.631,78.167,78.28,78.322
2021-11-09 11:05:28.744161,78.322,78.631,78.181,78.28,78.336
2021-11-09 11:05:31.245351,78.308,78.603,78.195,78.294,78.336
2021-11-09 11:05:33.828101,78.336,78.617,78.195,78.294,78.336
2021-11-09 11:05:36.347443,78.336,78.631,78.209,78.308,78.336
2021-11-09 11:05:38.825196,78.336,78.631,78.195,78.336,78.336
2021-11-09 11:05:41.365089,78.336,78.631,78.181,78.308,78.322
2021-11-09 11:05:43.928019,78.336,78.631,78.181,78.294,78.336
